"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SNX17",0.0918130522387656,6.22699792170946,0.996567708139604,0.32074916120926,0.801632381348332,-5.25640922117089
"SELENOI",0.240299919394693,6.34343725312154,0.941591861366546,0.348075838620082,0.819916768122688,-5.25643366805119
"EFCAB7",-0.103587751264026,1.12293018770591,-0.482966039029811,0.629898575595445,0.919262292384445,-5.25644090565883
"RNF26",0.106216467180516,4.3610688682503,0.867980852497519,0.386938114094856,0.835602342574627,-5.25649362720323
"NRDE2",-0.13279124693143,5.24670660719925,-0.997655668851163,0.320223071934879,0.801541444270097,-5.25649481346331
"EXOSC10",-0.0799090995562462,5.31869671577975,-0.953921305895972,0.34182063436218,0.814614966335188,-5.25650717849938
"MGLL",0.139164543440176,7.49536976378333,0.962049534158901,0.337736893094087,0.81116448229384,-5.25654354162307
"HAPLN3",-0.218652791559093,1.88745379211904,-0.484910011122219,0.628522495692703,0.918849949539697,-5.25667724911587
"CREG1",0.160113601628694,5.43339865348852,0.894223556841096,0.372786489224454,0.832708463492652,-5.25682904099479
"TMPPE",-0.117097218371895,1.92526540720855,-0.502470711494134,0.616151365382093,0.913298226665504,-5.25705947990191
